,GenesInCluster,EntrezID,EnrichedGO
94,"['PET8', 'SFK1', 'ELP4', 'DEP1', 'YDR352W', 'GPB1']","query
PET8       855729
SFK1       853815
ELP4       856002
DEP1       851220
YDR352W       NaN
GPB1       854553
Name: entrezgene, dtype: object","{'GO:0023052': (['854553', '853815'], 0.3348462950471078, 284), 'GO:0006629': (['853815', '851220'], 0.3348462950471078, 336), 'GO:0005886': (['854553', '853815'], 0.3348462950471078, 421), 'GO:0001403': (['854553'], 0.3348462950471078, 61), 'GO:0009408': (['851220'], 0.3348462950471078, 74), 'GO:0007124': (['854553'], 0.3348462950471078, 79), 'GO:0006366': (['856002', '851220'], 0.3348462950471078, 500), 'GO:0042221': (['854553', '855729'], 0.3348462950471078, 515), 'GO:0007033': (['853815'], 0.3348462950471078, 93), 'GO:0009451': (['856002'], 0.3348462950471078, 105), 'GO:0051052': (['851220'], 0.3348462950471078, 111), 'GO:0008033': (['856002'], 0.3348462950471078, 125), 'GO:0016570': (['851220'], 0.3348462950471078, 130), 'GO:0006260': (['851220'], 0.3537048756256099, 149), 'GO:0031399': (['854553'], 0.3980164003675244, 182), 'GO:0070647': (['854553'], 0.4004026495278849, 203), 'GO:0051603': (['854553'], 0.4004026495278849, 230), 'GO:0006468': (['854553'], 0.4004026495278849, 232), 'GO:0030234': (['854553'], 0.4004026495278849, 253), 'GO:0007010': (['853815'], 0.4004026495278849, 254), 'GO:0005975': (['851220'], 0.4004026495278849, 266), 'GO:0016887': (['856002'], 0.4004026495278849, 279), 'GO:0033043': (['851220'], 0.4144255603286266, 305), 'GO:0016020': (['854553', '855729', '853815'], 0.4153627424863455, 1977), 'GO:0006325': (['851220'], 0.4153627424863455, 340), 'GO:0022857': (['855729'], 0.4153627424863455, 352), 'GO:0005740': (['855729'], 0.44698997594642215, 401), 'GO:0055085': (['855729'], 0.4739646328081105, 454), 'GO:0005694': (['851220'], 0.4739646328081105, 469), 'GO:0003723': (['856002'], 0.6943567367909376, 870), 'GO:0005737': (['854553', '856002', '855729', '851220'], 0.6943567367909376, 3926), 'GO:0005739': (['855729'], 0.6943567367909376, 893), 'GO:0005634': (['856002', '851220'], 0.7078851870204917, 2044), 'GO:0016787': (['856002'], 0.7087418206160178, 1014), 'GO:0005575': (['854553', '855729', '853815', '851220', '856002'], 0.9999939576191675, 6044), 'GO:0003674': (['854553', '855729', '853815', '851220', '856002'], 0.9999939576191675, 6265), 'GO:0008150': (['854553', '855729', '853815', '851220', '856002'], 0.9999939576191675, 6293)}"
95,"['YNL058C', 'IRC23', 'SPP1', 'YHR045W']","query
YNL058C    855667
IRC23      854209
SPP1       855965
YHR045W    856441
Name: entrezgene, dtype: object","{'GO:0042393': (['855965'], 0.3312393391267673, 43), 'GO:0008213': (['855965'], 0.3312393391267673, 52), 'GO:0008168': (['855965'], 0.3312393391267673, 97), 'GO:0003682': (['855965'], 0.3312393391267673, 116), 'GO:0016570': (['855965'], 0.3312393391267673, 130), 'GO:0016020': (['854209', '856441', '855667'], 0.3312393391267673, 1977), 'GO:0018193': (['855965'], 0.36508678971123054, 201), 'GO:0051726': (['855965'], 0.3751796316314824, 256), 'GO:0005773': (['855667'], 0.3751796316314824, 270), 'GO:0051321': (['855965'], 0.37709380607562915, 304), 'GO:0006325': (['855965'], 0.38010938765078933, 340), 'GO:0005694': (['855965'], 0.4325476510694258, 469), 'GO:0005783': (['854209'], 0.4325476510694258, 472), 'GO:0012505': (['854209'], 0.6406279224947603, 881), 'GO:0016740': (['855965'], 0.6406279224947603, 893), 'GO:0005737': (['854209', '855667', '855965'], 0.6773984561476023, 3926), 'GO:0043167': (['855965'], 0.8410351158405437, 1564), 'GO:0005634': (['855965'], 0.9238974889753462, 2044), 'GO:0005575': (['854209', '856441', '855667', '855965'], 0.9380559516319303, 6044), 'GO:0003674': (['854209', '856441', '855667', '855965'], 0.9974615275368941, 6265), 'GO:0008150': (['854209', '856441', '855667', '855965'], 0.9974615275368941, 6293)}"
96,"['COY1', 'NGL2', 'FET3', 'YMR086W', 'ARN1', 'AFI1', 'IME1', 'UBC13']","query
COY1       853675
NGL2       855329
FET3       855080
YMR086W       NaN
ARN1       856345
AFI1       854296
IME1       853556
UBC13      851666
Name: entrezgene, dtype: object","{'GO:0005886': (['855080', '856345', '854296'], 0.4798912424502058, 421), 'GO:0022857': (['855080', '856345'], 0.4798912424502058, 352), 'GO:0006811': (['855080', '856345'], 0.4798912424502058, 376), 'GO:0000988': (['853556'], 0.4798912424502058, 67), 'GO:0007124': (['853556'], 0.4798912424502058, 79), 'GO:0000910': (['854296'], 0.4798912424502058, 87), 'GO:0055085': (['855080', '856345'], 0.4798912424502058, 454), 'GO:0006873': (['855080'], 0.4798912424502058, 132), 'GO:0004518': (['855329'], 0.4798912424502058, 156), 'GO:0005938': (['854296'], 0.4798912424502058, 166), 'GO:0043934': (['853556'], 0.4798912424502058, 168), 'GO:0016020': (['855080', '856345', '854296', '853675'], 0.4798912424502058, 1977), 'GO:0048193': (['853675'], 0.4798912424502058, 194), 'GO:0005933': (['854296'], 0.4798912424502058, 203), 'GO:0070647': (['851666'], 0.4798912424502058, 203), 'GO:0030427': (['854296'], 0.4798912424502058, 209), 'GO:0005634': (['854296', '851666', '855329', '853556'], 0.4798912424502058, 2044), 'GO:0048285': (['853556'], 0.4798912424502058, 251), 'GO:0005794': (['853675'], 0.4798912424502058, 254), 'GO:0051726': (['853556'], 0.4798912424502058, 256), 'GO:0031410': (['856345'], 0.4798912424502058, 261), 'GO:0006364': (['855329'], 0.4798912424502058, 267), 'GO:0012505': (['856345', '853675'], 0.4798912424502058, 881), 'GO:0006281': (['851666'], 0.4798912424502058, 293), 'GO:0051321': (['853556'], 0.4798912424502058, 304), 'GO:0033043': (['853556'], 0.4798912424502058, 305), 'GO:0006974': (['851666'], 0.4798912424502058, 336), 'GO:0016491': (['855080'], 0.4798912424502058, 337), 'GO:0000278': (['854296'], 0.4798912424502058, 338), 'GO:0006366': (['853556'], 0.6223559472264496, 500), 'GO:0042221': (['855080'], 0.6223559472264496, 515), 'GO:0043167': (['855080', '851666'], 0.7657224880825132, 1564), 'GO:0005737': (['853675', '851666', '856345', '855329', '854296'], 0.7657224880825132, 3926), 'GO:0003723': (['855329'], 0.7864549251940185, 870), 'GO:0016740': (['851666'], 0.7864549251940185, 893), 'GO:0016787': (['855329'], 0.8174216340579435, 1014), 'GO:0005575': (['853675', '851666', '856345', '855329', '855080', '853556', '854296'], 0.9999887304378168, 6044), 'GO:0003674': (['853675', '851666', '856345', '855329', '855080', '853556', '854296'], 0.9999887304378168, 6265), 'GO:0008150': (['853675', '851666', '856345', '855329', '855080', '853556', '854296'], 0.9999887304378168, 6293)}"
97,"['ATG3', 'ARG80', 'YOR052C', 'YJL144W', 'MGT1', 'YLR257W', 'RTS3', 'LEU3', 'NRG1', 'CUP2', 'YHR138C', 'RCN2', 'YOL159C', 'YMR209C', 'YHM2', 'GPG1', 'CRG1', 'GYP7', 'SNA3', 'RRD2', 'YET1', 'YDR391C', 'YJL016W', 'YNL092W', 'LEU9']","query
ATG3       855741
ARG80      855059
YOR052C       NaN
YJL144W    853297
MGT1       851327
YLR257W    850961
RTS3       853065
LEU3       851172
NRG1       851613
CUP2       852710
YHR138C    856540
RCN2       854395
YOL159C       NaN
YMR209C    855249
YHM2       855282
GPG1       852756
CRG1       856616
GYP7       851364
SNA3       853290
RRD2       855951
YET1       853800
YDR391C    852000
YJL016W       NaN
YNL092W    855632
LEU9       854275
Name: entrezgene, dtype: object","{'GO:0008168': (['856616', '855249', '855632', '851327'], 0.02748685241431487, 97), 'GO:0007033': (['856540', '855741', '851364'], 0.09949676331436248, 93), 'GO:0003700': (['851172', '855059', '852710', '851613'], 0.09949676331436248, 187), 'GO:0003677': (['851172', '851327', '851613', '852710', '855282', '855059'], 0.24287413615361908, 577), 'GO:0001403': (['852756', '851613'], 0.24287413615361908, 61), 'GO:0061025': (['856540', '851364'], 0.31129695422416376, 79), 'GO:0006970': (['855951', '851613'], 0.31129695422416376, 84), 'GO:0048284': (['856540', '851364'], 0.3393481327084086, 95), 'GO:0006520': (['851172', '855059', '854275'], 0.386426046844246, 244), 'GO:0030234': (['856540', '855951', '851364'], 0.386426046844246, 253), 'GO:0006366': (['851172', '855059', '852710', '851613'], 0.5508614664395608, 500), 'GO:0016740': (['855741', '854275', '851327', '855249', '856616', '855632'], 0.5508614664395608, 893), 'GO:0042221': (['855282', '852710', '853297', '851613'], 0.5508614664395608, 515), 'GO:0006497': (['855741'], 0.5862255687534766, 45), 'GO:0008213': (['855632'], 0.6240933242747821, 52), 'GO:0000988': (['851613'], 0.6543019152627507, 67), 'GO:0008134': (['851613'], 0.6543019152627507, 70), 'GO:0016853': (['855951'], 0.6543019152627507, 72), 'GO:0003729': (['856616'], 0.6543019152627507, 79), 'GO:0007124': (['851613'], 0.6543019152627507, 79), 'GO:0007005': (['855282', '855741'], 0.6543019152627507, 259), 'GO:0016197': (['853290'], 0.6546801430511032, 85), 'GO:0006470': (['855951'], 0.6631577766485617, 91), 'GO:0070925': (['855741'], 0.9230375874353416, 152), 'GO:0019899': (['853290'], 0.9230375874353416, 154), 'GO:0031399': (['855951'], 0.999302660520304, 182), 'GO:0018193': (['855951'], 0.9999999979622032, 201), 'GO:0007010': (['855951'], 0.9999999979622032, 254), 'GO:0031410': (['853290'], 0.9999999979622032, 261), 'GO:0005773': (['853290'], 0.9999999979622032, 270), 'GO:0023052': (['852756'], 0.9999999979622032, 284), 'GO:0006281': (['851327'], 0.9999999979622032, 293), 'GO:0033043': (['851364'], 0.9999999979622032, 305), 'GO:0006974': (['851327'], 0.9999999979622032, 336), 'GO:0000278': (['855951'], 0.9999999979622032, 338), 'GO:0005634': (['852000', '851172', '851327', '851613', '853065', '852710', '855059'], 0.9999999979622032, 2044), 'GO:0022857': (['855282'], 0.9999999979622032, 352), 'GO:0006811': (['855282'], 0.9999999979622032, 376), 'GO:0005740': (['855282'], 0.9999999979622032, 401), 'GO:0055085': (['855282'], 0.9999999979622032, 454), 'GO:0005783': (['853800'], 0.9999999979622032, 472), 'GO:0012505': (['853290', '853800'], 0.9999999979622032, 881), 'GO:0005739': (['855282', '854275'], 0.9999999979622032, 893), 'GO:0005737': (['855741', '853800', '852000', '854275', '855951', '852756', '850961', '854395', '853065', '856616', '855282', '853290'], 0.9999999979622032, 3926), 'GO:0043167': (['851172', '852710', '851613'], 0.9999999979622032, 1564), 'GO:0003723': (['856616'], 0.9999999979622032, 870), 'GO:0016020': (['855282', '855249', '853290', '853800'], 0.9999999979622032, 1977), 'GO:0005575': (['855741', '855951', '851327', '851613', '851364', '855249', '853065', '856616', '855632', '853800', '854275', '852756', '852710', '856540', '853290', '855059', '852000', '851172', '850961', '855282', '854395'], 0.9999999979622032, 6044), 'GO:0003674': (['855741', '855951', '851327', '851613', '851364', '855249', '853065', '856616', '855632', '853800', '854275', '852710', '856540', '853290', '855059', '852000', '853297', '851172', '850961', '855282', '854395'], 0.9999999979622032, 6265), 'GO:0008150': (['855741', '855951', '851327', '851613', '851364', '855249', '853065', '856616', '855632', '853800', '854275', '852756', '852710', '856540', '853290', '855059', '852000', '853297', '851172', '850961', '855282', '854395'], 0.9999999979622032, 6293)}"
98,"['MTC1', 'SBA1', 'SNG1', 'SWR1', 'YGR122W', 'STE13']","query
MTC1       853319
SBA1       853743
SNG1       853111
SWR1       851934
YGR122W    853020
STE13      854394
Name: entrezgene, dtype: object","{'GO:0051604': (['854394'], 0.4626827776123236, 75), 'GO:0006869': (['853111'], 0.4626827776123236, 76), 'GO:0032200': (['853743'], 0.4626827776123236, 81), 'GO:0051049': (['853111'], 0.4626827776123236, 86), 'GO:0006457': (['853743'], 0.4626827776123236, 107), 'GO:0004386': (['851934'], 0.4626827776123236, 109), 'GO:0051052': (['853743'], 0.4626827776123236, 111), 'GO:0006401': (['853020'], 0.5152317777058602, 146), 'GO:0008233': (['854394'], 0.5152317777058602, 174), 'GO:0015931': (['853111'], 0.5152317777058602, 208), 'GO:0071554': (['853111'], 0.5152317777058602, 245), 'GO:0005794': (['854394'], 0.5152317777058602, 254), 'GO:0031410': (['853319'], 0.5152317777058602, 261), 'GO:0005773': (['854394'], 0.5152317777058602, 270), 'GO:0016787': (['854394', '851934'], 0.5152317777058602, 1014), 'GO:0033043': (['853743'], 0.5152317777058602, 305), 'GO:0006325': (['851934'], 0.520179425470578, 340), 'GO:0005198': (['851934'], 0.520179425470578, 367), 'GO:0006811': (['853111'], 0.520179425470578, 376), 'GO:0005886': (['853111'], 0.5436482757060437, 421), 'GO:0005694': (['851934'], 0.5574532468845179, 469), 'GO:0006366': (['853020'], 0.5574532468845179, 500), 'GO:0042221': (['854394'], 0.5574532468845179, 515), 'GO:0003677': (['851934'], 0.5842799852362938, 577), 'GO:0005737': (['854394', '853319', '853743', '851934'], 0.7215509242216596, 3926), 'GO:0012505': (['854394'], 0.7215509242216596, 881), 'GO:0016020': (['853111', '854394'], 0.7215509242216596, 1977), 'GO:0005634': (['853743', '851934'], 0.7215509242216596, 2044), 'GO:0043167': (['851934'], 0.9044868670600642, 1564), 'GO:0003674': (['853020', '853319', '853111', '853743', '851934', '854394'], 0.9961947087695777, 6265), 'GO:0005575': (['853319', '853111', '853743', '851934', '854394'], 0.9961947087695777, 6044), 'GO:0008150': (['853020', '853319', '853111', '853743', '851934', '854394'], 0.9961947087695777, 6293)}"
99,"['SCP1', 'MTC3', 'PSK2', 'FAR10', 'YRM1']","query
SCP1     854549
MTC3     852626
PSK2     854111
FAR10    850939
YRM1     854343
Name: entrezgene, dtype: object","{'GO:0030674': (['854549'], 0.43959517462716347, 62), 'GO:0008092': (['854549'], 0.43959517462716347, 95), 'GO:0006417': (['854111'], 0.43959517462716347, 119), 'GO:0000746': (['850939'], 0.43959517462716347, 121), 'GO:0005737': (['854343', '852626', '854111', '854549', '850939'], 0.43959517462716347, 3926), 'GO:0005938': (['854549'], 0.43959517462716347, 166), 'GO:0003700': (['854343'], 0.43959517462716347, 187), 'GO:0002181': (['854111'], 0.43959517462716347, 194), 'GO:0006091': (['854111'], 0.43959517462716347, 207), 'GO:0016301': (['854111'], 0.43959517462716347, 215), 'GO:0006468': (['854111'], 0.43959517462716347, 232), 'GO:0005856': (['854549'], 0.43959517462716347, 236), 'GO:0007010': (['854549'], 0.43959517462716347, 254), 'GO:0005975': (['854111'], 0.43959517462716347, 266), 'GO:0023052': (['850939'], 0.43959517462716347, 284), 'GO:0016491': (['852626'], 0.4704921252475149, 337), 'GO:0022857': (['852626'], 0.4704921252475149, 352), 'GO:0006811': (['852626'], 0.4710524404809282, 376), 'GO:0055085': (['852626'], 0.5051453664942268, 454), 'GO:0005783': (['850939'], 0.5051453664942268, 472), 'GO:0006366': (['854343'], 0.5051453664942268, 500), 'GO:0042221': (['850939'], 0.5051453664942268, 515), 'GO:0043167': (['854111', '854343'], 0.5060924907800957, 1564), 'GO:0003677': (['854343'], 0.5087198835139174, 577), 'GO:0012505': (['850939'], 0.6334960268355466, 881), 'GO:0005739': (['852626'], 0.6334960268355466, 893), 'GO:0016740': (['854111'], 0.6334960268355466, 893), 'GO:0005575': (['854343', '852626', '854111', '854549', '850939'], 0.9167544000223329, 6044), 'GO:0016020': (['850939'], 0.9167544000223329, 1977), 'GO:0005634': (['854343'], 0.9167544000223329, 2044), 'GO:0003674': (['854343', '852626', '854111', '854549', '850939'], 0.996827916911176, 6265), 'GO:0008150': (['854343', '852626', '854111', '854549', '850939'], 0.996827916911176, 6293)}"
100,"['YDR090C', 'YOL098C', 'GEP7', 'YPR097W']","query
YDR090C    851664
YOL098C       NaN
GEP7       852823
YPR097W    856212
Name: entrezgene, dtype: object","{'GO:0005740': (['856212', '852823'], 0.2413754094084316, 401), 'GO:0006865': (['851664'], 0.2413754094084316, 55), 'GO:0008289': (['856212'], 0.2773783243201213, 123), 'GO:0016020': (['851664', '856212', '852823'], 0.2773783243201213, 1977), 'GO:0005739': (['856212', '852823'], 0.2773783243201213, 893), 'GO:0006091': (['856212'], 0.2920129009395604, 207), 'GO:0006811': (['851664'], 0.4023829993597033, 376), 'GO:0005886': (['851664'], 0.4023829993597033, 421), 'GO:0055085': (['851664'], 0.4023829993597033, 454), 'GO:0043167': (['856212'], 0.9531731312859495, 1564), 'GO:0005737': (['856212', '852823'], 0.9999975809995653, 3926), 'GO:0005575': (['851664', '856212', '852823'], 0.9999975809995653, 6044), 'GO:0003674': (['851664', '856212', '852823'], 0.9999975809995653, 6265), 'GO:0008150': (['851664', '856212', '852823'], 0.9999975809995653, 6293)}"
101,"['BIO4', 'BIO3', 'RAD57', 'SSO1', 'DOT1', 'UPS1']","query
BIO4     855794
BIO3     855795
RAD57    851567
SSO1     855844
DOT1     852050
UPS1     850890
Name: entrezgene, dtype: object","{'GO:0006766': (['855795', '855794'], 0.044334885605142205, 53), 'GO:0051321': (['851567', '852050', '855844'], 0.044334885605142205, 304), 'GO:0008289': (['850890', '855844'], 0.07966215916578001, 123), 'GO:0032787': (['855795', '855794'], 0.11059490251634763, 169), 'GO:0006310': (['851567', '852050'], 0.1546514760270389, 244), 'GO:0051186': (['855795', '855794'], 0.1546514760270389, 249), 'GO:0006281': (['851567', '852050'], 0.17722659103535504, 293), 'GO:0043167': (['851567', '855795', '855844', '855794'], 0.17722659103535504, 1564), 'GO:0006974': (['851567', '852050'], 0.17722659103535504, 336), 'GO:0042393': (['852050'], 0.17722659103535504, 43), 'GO:0008213': (['852050'], 0.194142811108708, 52), 'GO:0006869': (['850890'], 0.2244721430042061, 76), 'GO:0061025': (['855844'], 0.2244721430042061, 79), 'GO:0032200': (['851567'], 0.2244721430042061, 81), 'GO:0016050': (['855844'], 0.2244721430042061, 83), 'GO:0048284': (['855844'], 0.22738628272458924, 95), 'GO:0008168': (['852050'], 0.22738628272458924, 97), 'GO:0016874': (['855794'], 0.22738628272458924, 105), 'GO:0003677': (['851567', '852050'], 0.22738628272458924, 577), 'GO:0003682': (['852050'], 0.23223612859848713, 116), 'GO:0016570': (['852050'], 0.2465020344490935, 130), 'GO:0043934': (['855844'], 0.2995433535643084, 168), 'GO:0018193': (['852050'], 0.3383630464459473, 201), 'GO:0016740': (['852050', '855795'], 0.3730483355029485, 893), 'GO:0048285': (['852050'], 0.3730483355029485, 251), 'GO:0051726': (['852050'], 0.3730483355029485, 256), 'GO:0005773': (['855844'], 0.37412139453956816, 270), 'GO:0016887': (['851567'], 0.37412139453956816, 279), 'GO:0033043': (['852050'], 0.38947841894218055, 305), 'GO:0006629': (['850890'], 0.38947841894218055, 336), 'GO:0000278': (['852050'], 0.38947841894218055, 338), 'GO:0006325': (['852050'], 0.38947841894218055, 340), 'GO:0006811': (['850890'], 0.41180871183087425, 376), 'GO:0005740': (['850890'], 0.42211771973318724, 401), 'GO:0005886': (['855844'], 0.4271522166261772, 421), 'GO:0005694': (['852050'], 0.4540381917891509, 469), 'GO:0005737': (['855844', '855795', '850890', '855794'], 0.6876128914961241, 3926), 'GO:0005739': (['850890'], 0.6876128914961241, 893), 'GO:0016020': (['850890', '855844'], 0.6876128914961241, 1977), 'GO:0005634': (['851567', '852050'], 0.6944927645633473, 2044), 'GO:0016787': (['851567'], 0.6989306286364948, 1014), 'GO:0005575': (['855795', '850890', '855794', '851567', '852050', '855844'], 0.819120811563032, 6044), 'GO:0003674': (['855795', '850890', '855794', '851567', '852050', '855844'], 0.9924497189350288, 6265), 'GO:0008150': (['855795', '850890', '855794', '851567', '852050', '855844'], 0.9961947087695777, 6293)}"
102,"['ISR1', 'YPL150W']","query
ISR1       856221
YPL150W    855953
Name: entrezgene, dtype: object","{'GO:0016301': (['855953', '856221'], 0.005429609230597972, 215), 'GO:0006468': (['855953', '856221'], 0.005429609230597972, 232), 'GO:0016740': (['855953', '856221'], 0.053629563656003805, 893), 'GO:0043167': (['855953', '856221'], 0.12337753994991806, 1564), 'GO:0005737': (['855953'], 0.9987299572641717, 3926), 'GO:0005575': (['855953', '856221'], 0.9987299572641717, 6044), 'GO:0003674': (['855953', '856221'], 0.9987299572641717, 6265), 'GO:0008150': (['855953', '856221'], 0.9987299572641717, 6293)}"
103,"['LOS1', 'KTI12', 'CGR1', 'ATC1', 'BUD21', 'PUS7', 'YNL022C', 'XKS1', 'MRT4', 'AIR1', 'DPB4', 'SAP185', 'YGR283C', 'SOL1', 'RPA34', 'SRP40', 'NOP12', 'PUF6', 'YPR127W', 'CAR2', 'REX4', 'YJR003C', 'EMI2', 'COG5', 'YGL010W', 'MUB1', 'TRM10', 'TMA16', 'NUC1', 'ASI2', 'YOL092W', 'PPH3', 'RSA3', 'HGH1', 'YJL068C']","query
LOS1       853630
KTI12      853750
CGR1       852854
ATC1       851765
BUD21      854245
PUS7       854417
YNL022C       NaN
XKS1       853108
MRT4       853860
AIR1       854731
DPB4       851699
SAP185     853347
YGR283C    853200
SOL1       855769
RPA34      853293
SRP40      853967
NOP12      854116
PUF6       852107
YPR127W    856245
CAR2       851158
REX4       854075
YJR003C       NaN
EMI2       852128
COG5       855676
YGL010W       NaN
MUB1       855126
TRM10      854060
TMA16      854426
NUC1       853222
ASI2       855563
YOL092W       NaN
PPH3       851647
RSA3       850918
HGH1       853099
YJL068C    853377
Name: entrezgene, dtype: object","{'GO:0005730': (['853860', '852107', '854245', '854116', '850918', '852854', '853967', '853200', '854731', '853293'], 0.0001587854649831221, 282), 'GO:0005634': (['852107', '850918', '854060', '852854', '856245', '853293', '855769', '851699', '853200', '851647', '853860', '853750', '854417', '854075', '853967', '855563', '854245', '853630', '854116', '854731', '854426', '851765', '853222'], 0.00211763809788575, 2044), 'GO:0042273': (['853860', '852107', '854116', '850918', '854075'], 0.0068928329993465445, 105), 'GO:0008033': (['853750', '854417', '854060', '853347', '853630'], 0.01141618005920358, 125), 'GO:0009451': (['853750', '854060', '854417', '853347'], 0.040187603767857794, 105), 'GO:0006364': (['853860', '854417', '854116', '854075', '852854', '854245'], 0.04081697807058332, 267), 'GO:0042255': (['850918', '853860', '854075'], 0.05289916652173162, 62), 'GO:0016779': (['851699', '853293', '854731'], 0.3368839591424283, 131), 'GO:0006401': (['853860', '853222', '854731'], 0.3769325829818477, 146), 'GO:0070925': (['850918', '853860', '854075'], 0.3769325829818477, 152), 'GO:0004518': (['851699', '854075', '853222'], 0.3769325829818477, 156), 'GO:0051169': (['853630', '855769', '853967'], 0.4730440600532466, 178), 'GO:0008168': (['854060', '853200'], 0.5836062457773112, 97), 'GO:0016740': (['851699', '854060', '853200', '852128', '851158', '854731', '853293', '853108'], 0.6060207538607519, 893), 'GO:0003682': (['851699', '853750'], 0.6785410989623902, 116), 'GO:0005975': (['853108', '855769', '852128'], 0.8572781593528107, 266), 'GO:0006766': (['856245'], 0.9575578299054899, 53), 'GO:0019843': (['853860'], 0.9575578299054899, 57), 'GO:0007114': (['851765'], 0.9575578299054899, 57), 'GO:0006360': (['853293'], 0.9575578299054899, 68), 'GO:0015931': (['853630', '855769'], 0.9575578299054899, 208), 'GO:0016853': (['854417'], 0.9575578299054899, 72), 'GO:0016301': (['853108', '852128'], 0.9575578299054899, 215), 'GO:0003723': (['853860', '852107', '854417', '854245', '854116', '853630'], 0.9575578299054899, 870), 'GO:0003729': (['852107'], 0.9575578299054899, 79), 'GO:0051603': (['855126', '855563'], 0.9575578299054899, 230), 'GO:0000910': (['851765'], 0.9575578299054899, 87), 'GO:0006310': (['851647', '853222'], 0.9575578299054899, 244), 'GO:0006470': (['851647'], 0.9575578299054899, 91), 'GO:0051186': (['855769', '852128'], 0.9575578299054899, 249), 'GO:0006354': (['853293'], 0.9575578299054899, 97), 'GO:0016791': (['851647'], 0.9575578299054899, 100), 'GO:0055086': (['855769', '852128'], 0.9575578299054899, 274), 'GO:0051052': (['851647'], 0.9575578299054899, 111), 'GO:0006417': (['852107'], 0.9575578299054899, 119), 'GO:0006281': (['851699', '851647'], 0.9575578299054899, 293), 'GO:0005840': (['852107', '854426'], 0.9575578299054899, 300), 'GO:0042274': (['854245'], 0.9575578299054899, 131), 'GO:0006873': (['851765'], 0.9575578299054899, 132), 'GO:0042221': (['851647', '853377', '855563'], 0.9575578299054899, 515), 'GO:0008380': (['854417'], 0.9575578299054899, 144), 'GO:0006974': (['851699', '851647'], 0.9575578299054899, 336), 'GO:0000278': (['851765', '853347'], 0.9575578299054899, 338), 'GO:0006260': (['851699'], 0.9575578299054899, 149), 'GO:0019899': (['853630'], 0.9575578299054899, 154), 'GO:0043934': (['852128'], 0.9575578299054899, 168), 'GO:0032787': (['852128'], 0.9575578299054899, 169), 'GO:0048193': (['855676'], 0.9575578299054899, 194), 'GO:0043167': (['853750', '851158', '852128', '854731', '851647', '853222', '855126', '853108'], 0.9575578299054899, 1564), 'GO:0005933': (['852107'], 0.9575578299054899, 203), 'GO:0016787': (['853377', '851699', '854075', '851647', '853222'], 0.9575578299054899, 1014), 'GO:0006091': (['852128'], 0.9575578299054899, 207), 'GO:0006397': (['854417'], 0.9575578299054899, 208), 'GO:0030427': (['852107'], 0.9575578299054899, 209), 'GO:0005694': (['851699', '851647'], 0.9575578299054899, 469), 'GO:0006520': (['851158'], 0.9575578299054899, 244), 'GO:0048285': (['851647'], 0.9575578299054899, 251), 'GO:0030234': (['851699'], 0.9575578299054899, 253), 'GO:0005794': (['855676'], 0.9575578299054899, 254), 'GO:0051726': (['851647'], 0.9575578299054899, 256), 'GO:0005737': (['852107', '853377', '854060', '852128', '856245', '855769', '851647', '853860', '853750', '854417', '853347', '851765', '853630', '855126', '855676', '854731', '854426', '851158', '853222', '853108'], 0.965709881477287, 3926), 'GO:0023052': (['851647'], 0.965709881477287, 284), 'GO:0051321': (['851647'], 0.965709881477287, 304), 'GO:0033043': (['851647'], 0.965709881477287, 305), 'GO:0016491': (['856245'], 0.9735075230768361, 337), 'GO:0006325': (['851699'], 0.9735075230768361, 340), 'GO:0005740': (['853222'], 0.9999999999669535, 401), 'GO:0006366': (['853750'], 0.9999999999669535, 500), 'GO:0003677': (['851699'], 0.9999999999669535, 577), 'GO:0012505': (['855676', '855563'], 0.9999999999669535, 881), 'GO:0005739': (['853222'], 0.9999999999669535, 893), 'GO:0005575': (['852107', '853377', '850918', '854060', '852854', '852128', '856245', '853293', '855769', '851699', '853200', '851647', '853860', '853750', '854417', '854075', '853347', '853967', '855563', '851765', '854245', '853630', '855126', '854116', '855676', '854731', '854426', '851158', '853222', '853108'], 0.9999999999669535, 6044), 'GO:0016020': (['855676', '853630', '855563', '853222'], 0.9999999999669535, 1977), 'GO:0003674': (['852107', '853377', '850918', '854060', '852854', '852128', '856245', '853293', '855769', '851699', '853200', '851647', '853860', '853750', '854417', '854075', '853099', '851765', '853967', '855563', '854245', '853630', '855126', '854116', '855676', '854731', '854426', '851158', '853222', '853108'], 0.9999999999669535, 6265), 'GO:0008150': (['852107', '853377', '850918', '854060', '852854', '852128', '856245', '853293', '855769', '851699', '853200', '851647', '853860', '853750', '854417', '854075', '853099', '853347', '853967', '855563', '851765', '854245', '853630', '855126', '854116', '855676', '854731', '854426', '851158', '853222', '853108'], 0.9999999999669535, 6293)}"
